"value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios","fecha2"
"Alvaro Rondon  @AlvaroRondon17 2h 2 hours ago More #GuasonGuaido la diferencia entre el guasón y el es que el guasón por lo menos lo intentó, el otro parece de juguete Reply Retweet 4 Like 1","Alvaro Rondon  ","@AlvaroRondon17 ","2019-10-05",4,1,NA,"#GuasonGuaido la diferencia entre el guasón y el es que el guasón por lo menos lo intentó, el otro parece de juguete","#GuasonGuaido","","GuasonGuaido","2019-10-05"
"Alicia Martínez   🇲🇽  @alicia_mtzyuc 2h 2 hours ago More Venir al cine sola es uno de mis #placeresculposos peeeero no se si el Guasón sea una buena idea #TengoMello Reply 3 Retweet Like 9","Alicia Martínez   ","@alicia_mtzyuc ","2019-10-05",NA,9,3,"🇲🇽Venir al cine sola es uno de mis #placeresculposos peeeero no se si el Guasón sea una buena idea #TengoMello","#placeresculposos, #TengoMello","","Venir, Guasón, TengoMello","2019-10-05"
"Liliana   🇵🇪  ❄  🌧  @liliana2sd 9m 9 minutes ago More Replying to @christiancr90 #JokerMovie   ""La peor parte de tener una enfermedad mental es que la gente espera que te comportes como si no la tuvieras""  —Guasón (2019)  Reply Retweet 1 Like 1","Liliana   ","@liliana2sd ","2019-10-05",1,1,NA,"🇵🇪  ❄  🌧REPLYING TO @christiancr90 #JokerMovie   ""La peor parte de tener una enfermedad mental es que la gente espera que te comportes como si no la tuvieras""  —Guasón (2019)","#JokerMovie","@christiancr90","JokerMovie, La, Guasón","2019-10-05"
"Sir MarianneBunny Wise  @Bear_Star74 3h 3 hours ago More Vámonos a ver al Guasón!  Reply 1 Retweet Like 3","Sir MarianneBunny Wise  ","@Bear_Star74 ","2019-10-05",NA,3,1,"Vámonos a ver al Guasón!","","","Vámonos, Guasón","2019-10-05"
"manduka  @mil_ston_s 2h 2 hours ago More hot take:  el guasón no está tan buena, pero sí es lo mejorcito del mundo de superhéroes Reply 1 Retweet 1 Like 6","manduka  ","@mil_ston_s ","2019-10-05",1,6,1,"hot take:  el guasón no está tan buena, pero sí es lo mejorcito del mundo de superhéroes","","","","2019-10-05"
"@PeterJimenez-19  @19_peterjimenez 3m 3 minutes ago More Cesar Romero con todo y su bigote pintado de blanco, fue mucho mejor Guason, que Jared Leto y su pinta de gánster medio gay psicópata chimbo.  Reply Retweet Like",NA,"@19_peterjimenez ","2019-10-05",NA,NA,NA,"@PeterJimenez-Cesar Romero con todo y su bigote pintado de blanco, fue mucho mejor Guason, que Jared Leto y su pinta de gánster medio gay psicópata chimbo.","","@PeterJimenez","Cesar, Romero, Guason, Jared, Leto","2019-10-05"
"doris  @doris23917024 1h 1 hour ago More #GuasonGuaido donde andas guason Reply Retweet 6 Like 2","doris  ","@doris23917024 ","2019-10-05",6,2,NA,"#GuasonGuaido donde andas guason","#GuasonGuaido","","GuasonGuaido","2019-10-05"
" 🎃 Spooky Menda   🎃  @estasdelirand0 1h 1 hour ago More Es real que la película del joker en españa le han llamado “guasón” yo es que esto ya no me lo creo que pensaba que era un meme  Reply 5 Retweet Like 9"," ","@estasdelirand0 ","2019-10-05",NA,9,5,"🎃 Spooky Menda   🎃Es real que la película del joker en españa le han llamado “guasón” yo es que esto ya no me lo creo que pensaba que era un meme","","","Spooky, Menda, Es","2019-10-05"
"1973  💎  @Quiroga8Jose 1h 1 hour ago More  El Guasón   The Joker  El Bromas  El Subpresidente  #MovimientoAntiuribista Reply Retweet 2 Like 7","1973  ","@Quiroga8Jose ","2019-10-05",2,7,NA,"💎 El Guasón   The Joker  El Bromas  El Subpresidente  #MovimientoAntiuribista","#MovimientoAntiuribista","","El, Guasón, The, Joker, El, Bromas, El, Subpresidente, MovimientoAntiuribista","2019-10-05"
"CapitalCDMX  @CapitalMX_ 51m 51 minutes ago More #LoMásLeído Contarán algunas proyecciones de El Guasón en EU con policías encubiertos  Reply Retweet 1 Like","CapitalCDMX  ","@CapitalMX_ ","2019-10-05",1,NA,NA,"#LoMásLeído Contarán algunas proyecciones de El Guasón en EU con policías encubiertos","#LoMásLeído","","LoMásLeído, Contarán, El, Guasón, EU","2019-10-05"
"Fausto  @FaustoRocha8 3h 3 hours ago More Unas ganas de ir a ver el guason Reply Retweet 6 Like 1","Fausto  ","@FaustoRocha8 ","2019-10-05",6,1,NA,"Unas ganas de ir a ver el guason","","","Unas","2019-10-05"
"☆꧁ꫀꪶ ꪑꪖⅈ𝕜ꪗ꧂☆  @mikeortega05 2h 2 hours ago More Hora de divertirse un rato   #Guason  – at Cinépolis VIP Reply Retweet Like 3",NA,"@mikeortega05 ","2019-10-05",NA,3,NA,"☆꧁ꫀꪶ ꪑꪖⅈ𝕜ꪗ꧂☆Hora de divertirse un rato   #Guason  – at Cinépolis VIP","#Guason","","Hora, Guason, Cinépolis, VIP","2019-10-05"
"Gema  💋  @vub1975 2h 2 hours ago More Alguien de Managua que quiera ir a ver El Guasón conmigo  Reply 2 Retweet Like 7","Gema  ","@vub1975 ","2019-10-05",NA,7,2,"💋Alguien de Managua que quiera ir a ver El Guasón conmigo","","","Alguien, Managua, El, Guasón","2019-10-05"
"nelio omar  @NelioOmar 2h 2 hours ago More El guason interpretada por Guaido El grinn por maduro Toreto de rápidos y furiosos por Diosdado #GuasonGuaido Reply Retweet 3 Like 2","nelio omar  ","@NelioOmar ","2019-10-05",3,2,NA,"El guason interpretada por Guaido El grinn por maduro Toreto de rápidos y furiosos por Diosdado #GuasonGuaido","#GuasonGuaido","","El, Guaido, El, Toreto, Diosdado, GuasonGuaido","2019-10-05"
"ojos miel  @DaniConTuiter 1h 1 hour ago More Primo: Prima ya viste Joker ? Hermana: Síp Abuela: ¿Y ya viste Guasón? Hermana: Abuela, es la misma película.  Abuela: ¿Entonces ya la viste? Reply 1 Retweet 1 Like 4","ojos miel  ","@DaniConTuiter ","2019-10-05",1,4,1,"Primo: Prima ya viste Joker ? Hermana: Síp Abuela: ¿Y ya viste Guasón? Hermana: Abuela, es la misma película.  Abuela: ¿Entonces ya la viste?","","","Primo, Prima, Joker, Hermana, Síp, Abuela, Guasón, Hermana, Abuela, Abuela, Entonces","2019-10-05"
"InconformeSiempre  @InconformeSiem1 3h 3 hours ago More Este es el mejor guason de la historia... #GuasonGuaido Reply Retweet 1 Like","InconformeSiempre  ","@InconformeSiem1 ","2019-10-05",1,NA,NA,"Este es el mejor guason de la historia... #GuasonGuaido","#GuasonGuaido","","Este, GuasonGuaido","2019-10-05"
"Τati   💫  @Tati_Reloaded 2h 2 hours ago More Vamos a ver qué tal el Guasón, de ahí les cuento el final  Reply 4 Retweet Like 15","Τati   ","@Tati_Reloaded ","2019-10-05",NA,15,4,"💫Vamos a ver qué tal el Guasón, de ahí les cuento el final","","","Vamos, Guasón","2019-10-05"
"Luzencho Hernandez  @LuzenchoWord1 39m 39 minutes ago More #Guason nos fuimos!  Reply Retweet 1 Like 1","Luzencho Hernandez  ","@LuzenchoWord1 ","2019-10-05",1,1,NA,"#Guason nos fuimos!","#Guason","","Guason","2019-10-05"
"Miss kikis   👻  🦇  🎃  @artkikis 2m 2 minutes ago More JOKER by @artkikis . . Guasón .    . #guasón #jokerphoenix #joaquinphoenix #jokermovie2019 #ink #inkdrawing #dibujo #ilustration #clow #plumon #estilografo Reply Retweet Like","Miss kikis   ","@artkikis ","2019-10-05",NA,NA,NA,"👻  🦇  🎃JOKER by @artkikis . . Guasón .    . #guasón #jokerphoenix #joaquinphoenix #jokermovie2019 #ink #inkdrawing #dibujo #ilustration #clow #plumon #estilografo","#guasón, #jokerphoenix, #joaquinphoenix, #jokermovie2019, #ink, #inkdrawing, #dibujo, #ilustration, #clow, #plumon, #estilografo","@artkikis","JOKER, Guasón","2019-10-05"
"Rut1980  @Rut1980Ruth 2h 2 hours ago More #GuasonGuaido Joker (en español Bromista, Guasón, o Bufón)  Reply Retweet 2 Like 2","Rut1980  ","@Rut1980Ruth ","2019-10-05",2,2,NA,"#GuasonGuaido Joker (en español Bromista, Guasón, o Bufón)","#GuasonGuaido","","GuasonGuaido, Joker, Bromista, Guasón, Bufón","2019-10-05"
"Rut1980  @Rut1980Ruth 2h 2 hours ago More #GuasonGuaido Tremendo Guasón  Reply Retweet 2 Like 2","Rut1980  ","@Rut1980Ruth ","2019-10-05",2,2,NA,"#GuasonGuaido Tremendo Guasón","#GuasonGuaido","","GuasonGuaido, Tremendo, Guasón","2019-10-05"
"Federico von Hauke  @fvonhauke 2h 2 hours ago More ...fui a ver la película del Guason y al parecer morena también gobierna en ciudad Gótica....  Reply 1 Retweet 2 Like 3","Federico von Hauke  ","@fvonhauke ","2019-10-05",2,3,1,"...fui a ver la película del Guason y al parecer morena también gobierna en ciudad Gótica....","","","Guason, Gótica","2019-10-05"
"Ricardo Malasuerte  @Gwynbleid1999 2h 2 hours ago More Guasón (2019) Spoilers sin contexto #Joker Reply Retweet 2 Like 7","Ricardo Malasuerte  ","@Gwynbleid1999 ","2019-10-05",2,7,NA,"Guasón (2019) Spoilers sin contexto #Joker","#Joker","","Guasón, Spoilers, Joker","2019-10-05"
"Rgrth Pld  @rogerthpulido 1h 1 hour ago More Cuando vea la nueva del Guasón podré hacer una mejor opinión sobre este HT #GuasonGuaido  Reply Retweet 4 Like 3","Rgrth Pld  ","@rogerthpulido ","2019-10-05",4,3,NA,"Cuando vea la nueva del Guasón podré hacer una mejor opinión sobre este HT #GuasonGuaido","#GuasonGuaido","","Cuando, Guasón, HT, GuasonGuaido","2019-10-05"
"Kim (Kimmy)  @mackedicheskim 2h 2 hours ago More Me urge ver el guasón  Reply Retweet 3 Like 4","Kim ","@mackedicheskim ","2019-10-05",3,4,NA,"(Kimmy)Me urge ver el guasón","","","Kimmy, Me","2019-10-05"
"laveoonolaveo Verified account  @laveoonolaveo 3h 3 hours ago More Hoy te hablamos de la esperada cinta ""Guasón"", ganadora del Festival de Venecia #Guasón #Joker http://ow.ly/pq1f30pFrYk  Reply Retweet 2 Like 16","laveoonolaveo Verified account  ","@laveoonolaveo ","2019-10-05",2,16,NA,"Hoy te hablamos de la esperada cinta ""Guasón"", ganadora del Festival de Venecia #Guasón #Joker http://ow.ly/pq1f30pFrYk","#Guasón, #Joker","","Hoy, Guasón, Festival, Venecia, Guasón, Joker, FrYk","2019-10-05"
"𝙀𝙢𝙢𝙞𝙩 𝙉𝙚𝙧𝙫𝙚𝙣𝙙 ʕಠ_ಠʔ  @lopezgouki 42m 42 minutes ago More Quién diría que ""El Guasón"" y Bruno Díaz son hermanos de diferentes madres...  Reply 1 Retweet Like 4","𝙀𝙢𝙢𝙞𝙩 𝙉𝙚𝙧𝙫𝙚𝙣𝙙 ʕಠ_ಠʔ  ","@lopezgouki ","2019-10-05",NA,4,1,"Quién diría que ""El Guasón"" y Bruno Díaz son hermanos de diferentes madres...","","","Quién, El, Guasón, Bruno, Díaz","2019-10-05"
"Elba R.T.  @bagameda 3m 3 minutes ago More Replying to @PumaChairo Yo acabo de ver el #Guason y no puedo dejar de pensar en todas aquellas personas que han sido abandonadas por un sistema económico social deshumanizado que orilla http://a.la  desesperación y locura de la población, culpandolos de no ajustarse a ese mismo sistema. Reply Retweet Like","Elba R","@bagameda ","2019-10-05",NA,NA,NA,".T.REPLYING TO @PumaChairo Yo acabo de ver el #Guason y no puedo dejar de pensar en todas aquellas personas que han sido abandonadas por un sistema económico social deshumanizado que orilla http://a.la  desesperación y locura de la población, culpandolos de no ajustarse a ese mismo sistema.","#Guason","@PumaChairo","Yo, Guason","2019-10-05"
"Guasón Torres  @hectortorresa 2h 2 hours ago More Limpieza profunda...  Reply Retweet 1 Like 3","Guasón Torres  ","@hectortorresa ","2019-10-05",1,3,NA,"Limpieza profunda...","","","Limpieza","2019-10-05"
"◊ Macarena Navias❁❃❋  @Macanavias 2h 2 hours ago More No tengo palabras para describir el carrusel de emociones que sentí al ver Guason Reply 5 Retweet Like 4",NA,"@Macanavias ","2019-10-05",NA,4,5,"◊ Macarena Navias❁❃❋No tengo palabras para describir el carrusel de emociones que sentí al ver Guason","","","Macarena, Navias, No, Guason","2019-10-05"
"Lupø   🎃  @Lupoternal 23m 23 minutes ago More desde que vi el guasón soy este  Reply Retweet Like 16","Lupø   ","@Lupoternal ","2019-10-05",NA,16,NA,"🎃desde que vi el guasón soy este","","","","2019-10-05"
"Guasónᴾʸ  @GuasonPy 1h 1 hour ago More Que pérdida de tiempo, de ganas y de vida. Reply Retweet 1 Like 4","Guasónᴾʸ  ","@GuasonPy ","2019-10-05",1,4,NA,"Que pérdida de tiempo, de ganas y de vida.","","","Que","2019-10-05"
"Fernando Ortíz  @ferspeed2609 5m 5 minutes ago More Gol De @Chivas  @Chivas 1-0 @PumasMX  @Corona_MX @CocaColaMx @UnVasoDeLALA #GoLALAzo  Patrocinado Por: @Cinepolis + ""El Guason"" (Solo En Cines)   Reply Retweet Like","Fernando Ortíz  ","@ferspeed2609 ","2019-10-05",NA,NA,NA,"Gol De @Chivas  @Chivas 1-0 @PumasMX  @Corona_MX @CocaColaMx @UnVasoDeLALA #GoLALAzo  Patrocinado Por: @Cinepolis + ""El Guason"" (Solo En Cines)","#GoLALAzo","@Chivas, @Chivas, @PumasMX, @Corona_MX, @CocaColaMx, @UnVasoDeLALA, @Cinepolis","Gol, De, GoLALAzo, Patrocinado, Por, El, Guason, Solo, En, Cines","2019-10-05"
"humberto guzman urio  @humbertoguzmanu 14m 14 minutes ago More Guasón cine timeeeee   Reply Retweet Like","humberto guzman urio  ","@humbertoguzmanu ","2019-10-05",NA,NA,NA,"Guasón cine timeeeee","","","Guasón","2019-10-05"
"Autocinema Coyote  @AutocinemaC 20m 20 minutes ago More ¡Nuevos horarios ya disponibles!  #Guasón entra a escena   11 Octubre / http://bit.ly/2oyyDDc  12 Octubre / http://bit.ly/2oCMTL0  16 Octubre / http://bit.ly/2nUDjDq  17 Octubre / http://bit.ly/2oCNlsG  21 Octubre / http://bit.ly/2n0idmz  Reply Retweet Like 1","Autocinema Coyote  ","@AutocinemaC ","2019-10-05",NA,1,NA,"¡Nuevos horarios ya disponibles!  #Guasón entra a escena   11 Octubre / http://bit.ly/2oyyDDc  12 Octubre / http://bit.ly/2oCMTL0  16 Octubre / http://bit.ly/2nUDjDq  17 Octubre / http://bit.ly/2oCNlsG  21 Octubre / http://bit.ly/2n0idmz","#Guasón","","Nuevos, Guasón, Octubre, DDc, Octubre, CMTL0, Octubre, UDjDq, Octubre, CNlsG, Octubre","2019-10-05"
"YADY YESSICA YAZMIN  @MARYAMO55783550 28m 28 minutes ago More Jajaja, el guason quedo como yo cuando estuve con mi abogado en el hotel jeje  Reply Retweet Like 2","YADY YESSICA YAZMIN  ","@MARYAMO55783550 ","2019-10-05",NA,2,NA,"Jajaja, el guason quedo como yo cuando estuve con mi abogado en el hotel jeje","","","Jajaja","2019-10-05"
"IDN Periodismo  @IDNPeriodismo 29m 29 minutes ago More Ampliamente recomendada la película de suspenso el ""Guasón"" #Guason. La película gira alrededor de este icónico archienemigo y relata una historia original e independiente nunca antes vista en una pantalla de cine. Y tú... ¿qué opinas?  Reply Retweet Like","IDN Periodismo  ","@IDNPeriodismo ","2019-10-05",NA,NA,NA,"Ampliamente recomendada la película de suspenso el ""Guasón"" #Guason. La película gira alrededor de este icónico archienemigo y relata una historia original e independiente nunca antes vista en una pantalla de cine. Y tú... ¿qué opinas?","#Guason","","Ampliamente, Guasón, Guason, La","2019-10-05"
".  @DAVL1993 29m 29 minutes ago More Ese Guasón está como raro  Reply Retweet Like",NA,"@DAVL1993 ","2019-10-05",NA,NA,NA,".Ese Guasón está como raro","","","Ese, Guasón","2019-10-05"
"The_Guasón96  @The_Guason96 32m 32 minutes ago More Un Buen Libro.. Para estimular Tus Neuronas Reply Retweet Like","The_Guasón96  ","@The_Guason96 ","2019-10-05",NA,NA,NA,"Un Buen Libro.. Para estimular Tus Neuronas","","","Un, Buen, Libro, Para, Tus, Neuronas","2019-10-05"
"Jaime Romero  @oreje_ 36m 36 minutes ago More Incluye publicaciones, reseñas, criticas, experiencias religiosas y etc etc sobre el #Guason  Reply Retweet Like","Jaime Romero  ","@oreje_ ","2019-10-05",NA,NA,NA,"Incluye publicaciones, reseñas, criticas, experiencias religiosas y etc etc sobre el #Guason","#Guason","","Incluye, Guason","2019-10-05"
"Ángel de mi guardia   ⭐  @AngelaZonaDiez 36m 36 minutes ago More La banda de guason jajajaja!  Reply Retweet Like","Ángel de mi guardia   ","@AngelaZonaDiez ","2019-10-05",NA,NA,NA,"⭐La banda de guason jajajaja!","","","La","2019-10-05"
"KEVIN  @novembamen 40m 40 minutes ago More Me llamo Joker , no Guasón...  Atte: el Bromas  Reply 1 Retweet Like 2","KEVIN  ","@novembamen ","2019-10-05",NA,2,1,"Me llamo Joker , no Guasón...  Atte: el Bromas","","","Me, Joker, Guasón, Atte, Bromas","2019-10-05"
"M4rc3l0  @mfgiovagnoli 45m 45 minutes ago More Cordoba Capiital - Noche de Cine - Nuevocentro - Guasón  Reply Retweet Like 2","M4rc3l0  ","@mfgiovagnoli ","2019-10-05",NA,2,NA,"Cordoba Capiital - Noche de Cine - Nuevocentro - Guasón","","","Cordoba, Capiital, Noche, Cine, Nuevocentro, Guasón","2019-10-05"
"Edman Cogar  @edman_cogar 45m 45 minutes ago More Encuentra al guasón...  ...y no seas uno más de esa sociedad que lo humilla y pisotea. Reply Retweet 2 Like 3","Edman Cogar  ","@edman_cogar ","2019-10-05",2,3,NA,"Encuentra al guasón...  ...y no seas uno más de esa sociedad que lo humilla y pisotea.","","","Encuentra","2019-10-05"
"Juncaaa.   ☀️  @CamiloCjunca710 1h 1 hour ago More Guasón es la obra maestra que ha hecho @DCComics   Que peliculon! Todas las estrellas posibles para esa película. Reply Retweet Like 2","Juncaaa","@CamiloCjunca710 ","2019-10-05",NA,2,NA,".   ☀Guasón es la obra maestra que ha hecho @DCComics   Que peliculon! Todas las estrellas posibles para esa película.","","@DCComics","Guasón, Que, Todas","2019-10-05"
